CR_343_Contig_8	562	Escherichia coli	Escherichia coli	99.100	0.0
CR_343_Contig_9	562	Escherichia coli	Escherichia coli	99.777	0.0
CR_343_Contig_10	562	Escherichia coli	Escherichia coli	99.358	0.0
CR_343_Contig_11	562	Escherichia coli	Escherichia coli	99.913	0.0
CR_343_Contig_12	562	Escherichia coli	Escherichia coli	99.988	0.0
CR_344_Contig_0	1303	Streptococcus oralis	Streptococcus oralis	100.000	0.0
CR_345_Contig_0	13373	Burkholderia mallei	Burkholderia mallei	99.992	0.0
CR_345_Contig_1	13373	Burkholderia mallei	Burkholderia mallei	99.995	0.0
CR_346_Contig_0	1249665	Burkholderia thailandensis E254	Burkholderia thailandensis E254	99.954	0.0
CR_346_Contig_1	1249665	Burkholderia thailandensis E254	Burkholderia thailandensis E254	99.973	0.0
CR_347_Contig_0	1380908	Klebsiella pneumoniae JM45	Klebsiella pneumoniae JM45	96.335	0.0
CR_347_Contig_1	548	Klebsiella aerogenes	Klebsiella aerogenes	99.951	0.0
CR_347_Contig_2	548	Klebsiella aerogenes	Klebsiella aerogenes	99.949	0.0
CR_347_Contig_3	548	Klebsiella aerogenes	Klebsiella aerogenes	96.272	0.0
CR_347_Contig_4	573	Klebsiella pneumoniae	Klebsiella pneumoniae	93.556	0.0
CR_347_Contig_5	548	Klebsiella aerogenes	Klebsiella aerogenes	99.938	0.0
CR_347_Contig_6	548	Klebsiella aerogenes	Klebsiella aerogenes	99.939	0.0
CR_347_Contig_7	548	Klebsiella aerogenes	Klebsiella aerogenes	99.942	0.0
CR_348_Contig_0	1134687	Klebsiella michiganensis	Klebsiella michiganensis	99.890	0.0
CR_348_Contig_1	582	Morganella morganii	Morganella morganii	98.762	0.0
CR_348_Contig_2	582	Morganella morganii	Morganella morganii	99.987	0.0
CR_348_Contig_3	582	Morganella morganii	Morganella morganii	99.580	0.0
CR_348_Contig_4	582	Morganella morganii	Morganella morganii	98.692	0.0
CR_348_Contig_5	582	Morganella morganii	Morganella morganii	94.644	0.0
CR_349_Contig_0	11029	Ross River virus	Ross River virus	99.740	0.0
CR_349_Contig_1	11029	Ross River virus	Ross River virus	100.000	4.74e-104
CR_34_Contig_0	553199	Cutibacterium acnes SK137	Cutibacterium acnes SK137	100.000	0.0
CR_350_Contig_0	28035	Staphylococcus lugdunensis	Staphylococcus lugdunensis	99.998	0.0
CR_351_Contig_0	1351	Enterococcus faecalis	Enterococcus faecalis	99.933	0.0
CR_351_Contig_1	1351	Enterococcus faecalis	Enterococcus faecalis	99.955	0.0
CR_351_Contig_2	1351	Enterococcus faecalis	Enterococcus faecalis	99.970	0.0
CR_351_Contig_3	1351	Enterococcus faecalis	Enterococcus faecalis	98.263	0.0
CR_351_Contig_4	1351	Enterococcus faecalis	Enterococcus faecalis	99.978	0.0
CR_351_Contig_5	1351	Enterococcus faecalis	Enterococcus faecalis	98.934	0.0
CR_352_Contig_0	615	Serratia marcescens	Serratia marcescens	98.199	0.0
CR_352_Contig_1	615	Serratia marcescens	Serratia marcescens	99.149	0.0
CR_352_Contig_2	615	Serratia marcescens	Serratia marcescens	99.689	0.0
CR_352_Contig_3	615	Serratia marcescens	Serratia marcescens	99.521	0.0
CR_352_Contig_4	1758196	Serratia sp. SSNIH1	Serratia sp. SSNIH1	97.760	0.0
CR_352_Contig_5	615	Serratia marcescens	Serratia marcescens	99.097	0.0
CR_352_Contig_6	615	Serratia marcescens	Serratia marcescens	98.993	0.0
CR_352_Contig_7	198431	uncultured prokaryote	uncultured prokaryote	83.696	2.13e-10
CR_352_Contig_8	615	Serratia marcescens	Serratia marcescens	99.643	0.0
CR_352_Contig_9	615	Serratia marcescens	Serratia marcescens	99.287	0.0
CR_352_Contig_10	615	Serratia marcescens	Serratia marcescens	99.152	0.0
CR_352_Contig_11	615	Serratia marcescens	Serratia marcescens	99.366	0.0
CR_352_Contig_12	615	Serratia marcescens	Serratia marcescens	97.721	0.0
CR_352_Contig_13	615	Serratia marcescens	Serratia marcescens	98.942	0.0
CR_353_Contig_0	1280	Staphylococcus aureus	Staphylococcus aureus	99.989	0.0
CR_354_Contig_0	1117645	Elizabethkingia anophelis	Elizabethkingia anophelis	99.995	0.0
CR_355_Contig_0	1194526	Staphylococcus warneri SG1	Staphylococcus warneri SG1	96.142	0.0
CR_355_Contig_1	1283	Staphylococcus haemolyticus	Staphylococcus haemolyticus	99.449	0.0
CR_355_Contig_2	1194526	Staphylococcus warneri SG1	Staphylococcus warneri SG1	99.959	0.0
CR_356_Contig_0	582	Morganella morganii	Morganella morganii	99.998	0.0
CR_357_Contig_0	562	Escherichia coli	Escherichia coli	99.928	0.0
CR_357_Contig_1	573	Klebsiella pneumoniae	Klebsiella pneumoniae	99.434	0.0
CR_357_Contig_2	562	Escherichia coli	Escherichia coli	99.969	0.0
CR_358_Contig_0	1280	Staphylococcus aureus	Staphylococcus aureus	99.984	0.0
CR_358_Contig_1	1280	Staphylococcus aureus	Staphylococcus aureus	99.986	0.0
CR_358_Contig_2	1280	Staphylococcus aureus	Staphylococcus aureus	99.977	0.0
CR_358_Contig_3	1280	Staphylococcus aureus	Staphylococcus aureus	99.980	0.0
CR_358_Contig_4	1280	Staphylococcus aureus	Staphylococcus aureus	99.981	0.0
CR_358_Contig_5	1280	Staphylococcus aureus	Staphylococcus aureus	99.957	0.0
CR_358_Contig_6	1280	Staphylococcus aureus	Staphylococcus aureus	99.853	0.0
CR_358_Contig_7	1280	Staphylococcus aureus	Staphylococcus aureus	99.987	0.0
CR_359_Contig_0	11029	Ross River virus	Ross River virus	99.045	0.0
CR_359_Contig_1	11029	Ross River virus	Ross River virus	98.592	1.03e-100
CR_35_Contig_0	76759	Pseudomonas monteilii	Pseudomonas monteilii	99.995	0.0
CR_35_Contig_1	76759	Pseudomonas monteilii	Pseudomonas monteilii	99.994	0.0
CR_360_Contig_0	663	Vibrio alginolyticus	Vibrio alginolyticus	100.000	0.0
CR_360_Contig_1	663	Vibrio alginolyticus	Vibrio alginolyticus	99.998	0.0
CR_360_Contig_2	663	Vibrio alginolyticus	Vibrio alginolyticus	100.000	0.0
CR_361_Contig_0	57975	Burkholderia thailandensis	Burkholderia thailandensis	99.999	0.0
CR_361_Contig_1	57975	Burkholderia thailandensis	Burkholderia thailandensis	99.999	0.0
CR_362_Contig_0	487	Neisseria meningitidis	Neisseria meningitidis	99.916	0.0
CR_363_Contig_0	1280	Staphylococcus aureus	Staphylococcus aureus	99.991	0.0
CR_363_Contig_1	1280	Staphylococcus aureus	Staphylococcus aureus	99.982	0.0
CR_363_Contig_2	1280	Staphylococcus aureus	Staphylococcus aureus	99.351	0.0
CR_364_Contig_0	1132496	Pasteurella multocida subsp. multocida str. HN06	Pasteurella multocida subsp. multocida str. HN06	98.838	0.0
CR_364_Contig_1	747	Pasteurella multocida	Pasteurella multocida	99.007	0.0
CR_365_Contig_0	253	Chryseobacterium indologenes	Chryseobacterium indologenes	100.000	0.0
CR_366_Contig_0	2018065	Roseomonas sp. FDAARGOS_362	Roseomonas sp. FDAARGOS_362	99.992	0.0
CR_366_Contig_1	2018065	Roseomonas sp. FDAARGOS_362	Roseomonas sp. FDAARGOS_362	99.991	0.0
CR_366_Contig_2	2018065	Roseomonas sp. FDAARGOS_362	Roseomonas sp. FDAARGOS_362	99.992	0.0
CR_366_Contig_3	2018065	Roseomonas sp. FDAARGOS_362	Roseomonas sp. FDAARGOS_362	99.995	0.0
CR_366_Contig_4	2018065	Roseomonas sp. FDAARGOS_362	Roseomonas sp. FDAARGOS_362	99.991	0.0
CR_366_Contig_5	2018065	Roseomonas sp. FDAARGOS_362	Roseomonas sp. FDAARGOS_362	99.989	0.0
CR_366_Contig_6	2018065	Roseomonas sp. FDAARGOS_362	Roseomonas sp. FDAARGOS_362	99.991	0.0
CR_366_Contig_7	2018065	Roseomonas sp. FDAARGOS_362	Roseomonas sp. FDAARGOS_362	100.000	0.0
CR_367_Contig_0	330922	Psychrobacter cryohalolentis	Psychrobacter cryohalolentis	99.998	0.0
CR_367_Contig_1	330922	Psychrobacter cryohalolentis	Psychrobacter cryohalolentis	99.999	0.0
CR_368_Contig_0	575	Raoultella planticola	Raoultella planticola	99.997	0.0
CR_368_Contig_1	575	Raoultella planticola	Raoultella planticola	99.998	0.0
CR_368_Contig_2	575	Raoultella planticola	Raoultella planticola	99.996	0.0
CR_369_Contig_0	119857	Francisella tularensis subsp. holarctica	Francisella tularensis subsp. holarctica	99.987	0.0
CR_36_Contig_0	186538	Zaire ebolavirus	Zaire ebolavirus	100.000	0.0
CR_370_Contig_0	480	Moraxella catarrhalis	Moraxella catarrhalis	98.956	0.0
CR_371_Contig_0	2060307	Enterococcus sp. FDAARGOS_375	Enterococcus sp. FDAARGOS_375	100.000	0.0
CR_371_Contig_1	2060307	Enterococcus sp. FDAARGOS_375	Enterococcus sp. FDAARGOS_375	100.000	0.0
CR_371_Contig_2	2060307	Enterococcus sp. FDAARGOS_375	Enterococcus sp. FDAARGOS_375	100.000	0.0
CR_372_Contig_0	158822	Cedecea neteri	Cedecea neteri	99.968	0.0
CR_372_Contig_1	158822	Cedecea neteri	Cedecea neteri	99.988	0.0
CR_373_Contig_0	11029	Ross River virus	Ross River virus	99.599	0.0
CR_373_Contig_1	11029	Ross River virus	Ross River virus	99.288	2.87e-140
CR_374_Contig_0	1249664	Burkholderia thailandensis 34	Burkholderia thailandensis 34	99.985	0.0
CR_374_Contig_1	1249664	Burkholderia thailandensis 34	Burkholderia thailandensis 34	99.977	0.0
CR_375_Contig_0	1009464	Gardnerella vaginalis HMP9231	Gardnerella vaginalis HMP9231	97.758	0.0
CR_375_Contig_1	1009464	Gardnerella vaginalis HMP9231	Gardnerella vaginalis HMP9231	99.132	0.0
CR_376_Contig_0	747	Pasteurella multocida	Pasteurella multocida	99.999	0.0
CR_377_Contig_0	562	Escherichia coli	Escherichia coli	92.706	0.0
CR_377_Contig_1	574	Klebsiella pneumoniae subsp. ozaenae	Klebsiella pneumoniae subsp. ozaenae	98.276	0.0
CR_377_Contig_2	573	Klebsiella pneumoniae	Klebsiella pneumoniae	99.983	0.0
CR_377_Contig_3	1225181	Klebsiella pneumoniae subsp. pneumoniae KPNIH24	Klebsiella pneumoniae subsp. pneumoniae KPNIH24	99.547	0.0
CR_377_Contig_4	573	Klebsiella pneumoniae	Klebsiella pneumoniae	99.988	0.0
CR_377_Contig_5	1355100	Escherichia coli JJ1886	Escherichia coli JJ1886	98.064	0.0
CR_377_Contig_6	1304922	Klebsiella pneumoniae 500_1420	Klebsiella pneumoniae 500_1420	99.368	0.0
CR_377_Contig_7	573	Klebsiella pneumoniae	Klebsiella pneumoniae	99.951	0.0
CR_378_Contig_0	674	Vibrio mimicus	Vibrio mimicus	100.000	0.0
CR_378_Contig_1	674	Vibrio mimicus	Vibrio mimicus	100.000	0.0
CR_379_Contig_0	1280	Staphylococcus aureus	Staphylococcus aureus	99.970	0.0
CR_379_Contig_1	1352	Enterococcus faecium	Enterococcus faecium	99.976	0.0
CR_379_Contig_2	1280	Staphylococcus aureus	Staphylococcus aureus	99.961	0.0
CR_379_Contig_3	1323661	Staphylococcus aureus CA-347	Staphylococcus aureus CA-347	99.959	0.0
CR_379_Contig_4	1352	Enterococcus faecium	Enterococcus faecium	99.915	0.0
CR_37_Contig_0	32009	Burkholderia gladioli pv. gladioli	Burkholderia gladioli pv. gladioli	99.972	0.0
CR_37_Contig_1	32009	Burkholderia gladioli pv. gladioli	Burkholderia gladioli pv. gladioli	99.980	0.0
CR_37_Contig_2	32009	Burkholderia gladioli pv. gladioli	Burkholderia gladioli pv. gladioli	99.959	0.0
CR_37_Contig_3	32009	Burkholderia gladioli pv. gladioli	Burkholderia gladioli pv. gladioli	99.971	0.0
CR_37_Contig_4	32009	Burkholderia gladioli pv. gladioli	Burkholderia gladioli pv. gladioli	99.982	0.0
CR_380_Contig_0	584	Proteus mirabilis	Proteus mirabilis	99.998	0.0
CR_381_Contig_0	546	Citrobacter freundii	Citrobacter freundii	99.999	0.0
CR_382_Contig_0	634176	Aggregatibacter aphrophilus NJ8700	Aggregatibacter aphrophilus NJ8700	97.775	0.0
CR_382_Contig_1	732	Aggregatibacter aphrophilus	Aggregatibacter aphrophilus	97.559	0.0
CR_382_Contig_2	634176	Aggregatibacter aphrophilus NJ8700	Aggregatibacter aphrophilus NJ8700	98.235	0.0
CR_382_Contig_3	634176	Aggregatibacter aphrophilus NJ8700	Aggregatibacter aphrophilus NJ8700	96.453	0.0
CR_382_Contig_4	634176	Aggregatibacter aphrophilus NJ8700	Aggregatibacter aphrophilus NJ8700	90.192	0.0
CR_383_Contig_0	914127	Vibrio vulnificus MO6-24/O	Vibrio vulnificus MO6-24/O	99.424	0.0
CR_383_Contig_1	914127	Vibrio vulnificus MO6-24/O	Vibrio vulnificus MO6-24/O	99.397	0.0
CR_383_Contig_2	914127	Vibrio vulnificus MO6-24/O	Vibrio vulnificus MO6-24/O	99.947	0.0
CR_384_Contig_0	271848	Burkholderia thailandensis E264	Burkholderia thailandensis E264	99.996	0.0
CR_384_Contig_1	1249660	Burkholderia thailandensis 2002721643	Burkholderia thailandensis 2002721643	99.998	0.0
CR_385_Contig_0	1286	Staphylococcus simulans	Staphylococcus simulans	100.000	0.0
CR_385_Contig_1	1286	Staphylococcus simulans	Staphylococcus simulans	100.000	0.0
CR_386_Contig_0	1280	Staphylococcus aureus	Staphylococcus aureus	100.000	0.0
CR_386_Contig_1	1280	Staphylococcus aureus	Staphylococcus aureus	100.000	0.0
CR_387_Contig_0	53345	Enterococcus durans	Enterococcus durans	99.801	0.0
CR_387_Contig_1	53345	Enterococcus durans	Enterococcus durans	98.280	0.0
CR_387_Contig_2	1104325	Enterococcus faecium NRRL B-2354	Enterococcus faecium NRRL B-2354	97.503	0.0
CR_387_Contig_3	1351	Enterococcus faecalis	Enterococcus faecalis	99.825	0.0
CR_388_Contig_0	1280	Staphylococcus aureus	Staphylococcus aureus	99.999	0.0
CR_388_Contig_1	1280	Staphylococcus aureus	Staphylococcus aureus	99.997	0.0
CR_389_Contig_0	1280	Staphylococcus aureus	Staphylococcus aureus	100.000	0.0
CR_389_Contig_1	1280	Staphylococcus aureus	Staphylococcus aureus	99.989	0.0
CR_38_Contig_0	186540	Sudan ebolavirus	Sudan ebolavirus	100.000	0.0
CR_390_Contig_0	28901	Salmonella enterica	Salmonella enterica	99.969	0.0
CR_390_Contig_1	595	Salmonella enterica subsp. enterica serovar Infantis	Salmonella enterica subsp. enterica serovar Infantis	99.965	0.0
CR_390_Contig_2	59201	Salmonella enterica subsp. enterica	Salmonella enterica subsp. enterica	99.673	0.0
CR_390_Contig_3	562	Escherichia coli	Escherichia coli	99.742	0.0
CR_391_Contig_0	1280	Staphylococcus aureus	Staphylococcus aureus	99.893	0.0
CR_391_Contig_1	196620	Staphylococcus aureus subsp. aureus MW2	Staphylococcus aureus subsp. aureus MW2	95.672	0.0
CR_391_Contig_2	948563	Staphylococcus aureus O46	Staphylococcus aureus O46	99.153	0.0
CR_391_Contig_3	1280	Staphylococcus aureus	Staphylococcus aureus	97.573	0.0
CR_391_Contig_4	1280	Staphylococcus aureus	Staphylococcus aureus	97.668	0.0
CR_392_Contig_0	880632	Yersinia pestis Java 9	Yersinia pestis Java 9	100.000	0.0
CR_392_Contig_1	880632	Yersinia pestis Java 9	Yersinia pestis Java 9	100.000	0.0
CR_392_Contig_2	880632	Yersinia pestis Java 9	Yersinia pestis Java 9	100.000	0.0
CR_392_Contig_3	880632	Yersinia pestis Java 9	Yersinia pestis Java 9	100.000	0.0
CR_392_Contig_4	632	Yersinia pestis	Yersinia pestis	99.987	0.0
CR_393_Contig_0	1280	Staphylococcus aureus	Staphylococcus aureus	99.995	0.0
CR_393_Contig_1	1280	Staphylococcus aureus	Staphylococcus aureus	99.740	0.0
CR_393_Contig_2	1280	Staphylococcus aureus	Staphylococcus aureus	99.951	0.0
CR_393_Contig_3	1280	Staphylococcus aureus	Staphylococcus aureus	99.616	0.0
CR_393_Contig_4	1280	Staphylococcus aureus	Staphylococcus aureus	99.976	0.0
CR_393_Contig_5	46170	Staphylococcus aureus subsp. aureus	Staphylococcus aureus subsp. aureus	99.909	0.0
CR_394_Contig_0	106654	Acinetobacter nosocomialis	Acinetobacter nosocomialis	99.997	0.0
CR_395_Contig_0	1280	Staphylococcus aureus	Staphylococcus aureus	99.976	0.0
CR_395_Contig_1	1280	Staphylococcus aureus	Staphylococcus aureus	99.759	0.0
CR_395_Contig_2	2029631	Staphylococcus phage UPMK_2	Staphylococcus phage UPMK_2	98.447	0.0
CR_396_Contig_0	519	Bordetella parapertussis	Bordetella parapertussis	99.977	0.0
CR_397_Contig_0	1324960	Aeromonas salmonicida subsp. pectinolytica 34mel	Aeromonas salmonicida subsp. pectinolytica 34mel	99.940	0.0
CR_397_Contig_1	472695	Pantoea septica	Pantoea septica	95.983	0.0
CR_397_Contig_2	665914	Pantoea gaviniae	Pantoea gaviniae	99.286	0.0
CR_397_Contig_3	1159491	Cronobacter malonaticus LMG 23826	Cronobacter malonaticus LMG 23826	99.351	0.0
CR_397_Contig_4	665913	Pantoea calida	Pantoea calida	81.567	0.0
CR_397_Contig_5	562	Escherichia coli	Escherichia coli	88.762	0.0
CR_398_Contig_0	32009	Burkholderia gladioli pv. gladioli	Burkholderia gladioli pv. gladioli	99.537	0.0
CR_398_Contig_1	292	Burkholderia cepacia	Burkholderia cepacia	84.914	0.0
CR_398_Contig_2	32009	Burkholderia gladioli pv. gladioli	Burkholderia gladioli pv. gladioli	99.561	0.0
CR_398_Contig_3	32009	Burkholderia gladioli pv. gladioli	Burkholderia gladioli pv. gladioli	99.020	0.0
CR_399_Contig_0	32022	Campylobacter jejuni subsp. jejuni	Campylobacter jejuni subsp. jejuni	99.976	0.0
CR_39_Contig_0	72407	Klebsiella pneumoniae subsp. pneumoniae	Klebsiella pneumoniae subsp. pneumoniae	99.933	0.0
CR_39_Contig_1	573	Klebsiella pneumoniae	Klebsiella pneumoniae	99.960	0.0
CR_39_Contig_2	1420013	Klebsiella pneumoniae 30684/NJST258_2	Klebsiella pneumoniae 30684/NJST258_2	99.956	0.0
CR_39_Contig_3	573	Klebsiella pneumoniae	Klebsiella pneumoniae	99.968	0.0
CR_3_Contig_0	584	Proteus mirabilis	Proteus mirabilis	100.000	0.0
CR_400_Contig_0	520	Bordetella pertussis	Bordetella pertussis	99.992	0.0
CR_401_Contig_0	28035	Staphylococcus lugdunensis	Staphylococcus lugdunensis	100.000	0.0
CR_402_Contig_0	186538	Zaire ebolavirus	Zaire ebolavirus	100.000	0.0
CR_403_Contig_0	32022	Campylobacter jejuni subsp. jejuni	Campylobacter jejuni subsp. jejuni	99.970	0.0
CR_404_Contig_0	1280	Staphylococcus aureus	Staphylococcus aureus	99.980	0.0
CR_404_Contig_1	1280	Staphylococcus aureus	Staphylococcus aureus	99.936	0.0
CR_404_Contig_2	93061	Staphylococcus aureus subsp. aureus NCTC 8325	Staphylococcus aureus subsp. aureus NCTC 8325	99.967	0.0
CR_405_Contig_0	61647	Pluralibacter gergoviae	Pluralibacter gergoviae	99.996	0.0
CR_406_Contig_0	2083198	Everglades virus	Everglades virus	99.932	0.0
CR_407_Contig_0	29388	Staphylococcus capitis	Staphylococcus capitis	100.000	0.0
CR_407_Contig_1	29388	Staphylococcus capitis	Staphylococcus capitis	100.000	0.0
CR_408_Contig_0	147645	Paracoccus yeei	Paracoccus yeei	99.995	0.0
CR_408_Contig_1	147645	Paracoccus yeei	Paracoccus yeei	99.995	0.0
CR_408_Contig_2	147645	Paracoccus yeei	Paracoccus yeei	99.994	0.0
CR_408_Contig_3	147645	Paracoccus yeei	Paracoccus yeei	99.994	0.0
CR_408_Contig_4	147645	Paracoccus yeei	Paracoccus yeei	99.995	0.0
CR_408_Contig_5	147645	Paracoccus yeei	Paracoccus yeei	99.996	0.0
CR_408_Contig_6	147645	Paracoccus yeei	Paracoccus yeei	99.995	0.0
CR_408_Contig_7	147645	Paracoccus yeei	Paracoccus yeei	99.994	0.0
CR_409_Contig_0	562	Escherichia coli	Escherichia coli	99.979	0.0
CR_409_Contig_1	1171376	Salmonella enterica subsp. enterica serovar Typhimurium str. U288	Salmonella enterica subsp. enterica serovar Typhimurium str. U288	99.909	0.0
CR_40_Contig_0	1302	Streptococcus gordonii	Streptococcus gordonii	99.989	0.0
CR_410_Contig_0	663	Vibrio alginolyticus	Vibrio alginolyticus	98.555	0.0
CR_410_Contig_1	663	Vibrio alginolyticus	Vibrio alginolyticus	98.857	0.0
CR_410_Contig_2	670	Vibrio parahaemolyticus	Vibrio parahaemolyticus	93.522	0.0
CR_411_Contig_0	119857	Francisella tularensis subsp. holarctica	Francisella tularensis subsp. holarctica	99.989	0.0
CR_412_Contig_0	90245	Oligella urethralis	Oligella urethralis	99.943	0.0
CR_413_Contig_0	1702170	Citrobacter sp. FDAARGOS_156	Citrobacter sp. FDAARGOS_156	99.999	0.0
CR_414_Contig_0	573	Klebsiella pneumoniae	Klebsiella pneumoniae	95.084	0.0
CR_414_Contig_1	59201	Salmonella enterica subsp. enterica	Salmonella enterica subsp. enterica	99.971	0.0
CR_415_Contig_0	1717	Corynebacterium diphtheriae	Corynebacterium diphtheriae	99.998	0.0
CR_416_Contig_0	1570291	Ebola virus	Ebola virus	99.718	0.0
CR_416_Contig_1	186538	Zaire ebolavirus	Zaire ebolavirus	99.939	0.0
CR_416_Contig_2	186538	Zaire ebolavirus	Zaire ebolavirus	100.000	0.0
CR_416_Contig_3	2282461	Vector pEBO_BDBV-GP	Vector pEBO_BDBV-GP	99.662	0.0
CR_416_Contig_4	186538	Zaire ebolavirus	Zaire ebolavirus	100.000	0.0
CR_416_Contig_5	186538	Zaire ebolavirus	Zaire ebolavirus	100.000	0.0
CR_416_Contig_6	2282461	Vector pEBO_BDBV-GP	Vector pEBO_BDBV-GP	99.883	0.0
CR_416_Contig_7	186538	Zaire ebolavirus	Zaire ebolavirus	100.000	0.0
CR_416_Contig_8	186538	Zaire ebolavirus	Zaire ebolavirus	100.000	3.12e-160
CR_416_Contig_9	2282461	Vector pEBO_BDBV-GP	Vector pEBO_BDBV-GP	99.746	0.0
CR_417_Contig_0	573	Klebsiella pneumoniae	Klebsiella pneumoniae	99.984	0.0
CR_417_Contig_1	573	Klebsiella pneumoniae	Klebsiella pneumoniae	99.991	0.0
CR_417_Contig_2	573	Klebsiella pneumoniae	Klebsiella pneumoniae	99.988	0.0
CR_417_Contig_3	573	Klebsiella pneumoniae	Klebsiella pneumoniae	99.991	0.0
CR_417_Contig_4	573	Klebsiella pneumoniae	Klebsiella pneumoniae	100.000	0.0
CR_417_Contig_5	573	Klebsiella pneumoniae	Klebsiella pneumoniae	100.000	0.0
CR_417_Contig_6	573	Klebsiella pneumoniae	Klebsiella pneumoniae	99.988	0.0
CR_418_Contig_0	562	Escherichia coli	Escherichia coli	99.973	0.0
CR_418_Contig_1	562	Escherichia coli	Escherichia coli	99.970	0.0
CR_419_Contig_0	60879	Cabassou virus	Cabassou virus	99.909	0.0
CR_419_Contig_1	60879	Cabassou virus	Cabassou virus	99.947	0.0
CR_419_Contig_2	60879	Cabassou virus	Cabassou virus	99.820	0.0
CR_41_Contig_0	1280	Staphylococcus aureus	Staphylococcus aureus	100.000	0.0
CR_41_Contig_1	1280	Staphylococcus aureus	Staphylococcus aureus	99.996	0.0
CR_420_Contig_0	13373	Burkholderia mallei	Burkholderia mallei	99.994	0.0
CR_420_Contig_1	13373	Burkholderia mallei	Burkholderia mallei	99.994	0.0
CR_421_Contig_0	247156	Nocardia farcinica IFM 10152	Nocardia farcinica IFM 10152	100.000	0.0
CR_421_Contig_1	37329	Nocardia farcinica	Nocardia farcinica	99.333	0.0
CR_422_Contig_0	37124	Chikungunya virus	Chikungunya virus	99.983	0.0
CR_422_Contig_1	37124	Chikungunya virus	Chikungunya virus	100.000	1.98e-126
CR_423_Contig_0	2434	Roseobacter denitrificans	Roseobacter denitrificans	99.991	0.0
CR_423_Contig_1	2434	Roseobacter denitrificans	Roseobacter denitrificans	99.979	0.0
CR_423_Contig_2	2434	Roseobacter denitrificans	Roseobacter denitrificans	99.960	0.0
CR_424_Contig_0	585	Proteus vulgaris	Proteus vulgaris	95.806	0.0
CR_425_Contig_0	60876	Pixuna virus	Pixuna virus	99.345	0.0
CR_425_Contig_1	60876	Pixuna virus	Pixuna virus	99.158	0.0
CR_426_Contig_0	648	Aeromonas caviae	Aeromonas caviae	98.524	0.0
CR_427_Contig_0	329	Ralstonia pickettii	Ralstonia pickettii	99.995	0.0
CR_427_Contig_1	329	Ralstonia pickettii	Ralstonia pickettii	99.994	0.0
CR_428_Contig_0	292	Burkholderia cepacia	Burkholderia cepacia	99.997	0.0
CR_428_Contig_1	292	Burkholderia cepacia	Burkholderia cepacia	99.998	0.0
CR_428_Contig_2	292	Burkholderia cepacia	Burkholderia cepacia	99.998	0.0
CR_428_Contig_3	292	Burkholderia cepacia	Burkholderia cepacia	99.998	0.0
CR_429_Contig_0	1280	Staphylococcus aureus	Staphylococcus aureus	99.997	0.0
CR_42_Contig_0	565995	Bundibugyo ebolavirus	Bundibugyo ebolavirus	100.000	0.0
CR_430_Contig_0	28450	Burkholderia pseudomallei	Burkholderia pseudomallei	99.441	0.0
CR_430_Contig_1	28450	Burkholderia pseudomallei	Burkholderia pseudomallei	99.610	0.0
CR_431_Contig_0	186538	Zaire ebolavirus	Zaire ebolavirus	100.000	0.0
CR_432_Contig_0	485	Neisseria gonorrhoeae	Neisseria gonorrhoeae	99.950	0.0
CR_432_Contig_1	485	Neisseria gonorrhoeae	Neisseria gonorrhoeae	99.491	0.0
CR_433_Contig_0	59201	Salmonella enterica subsp. enterica	Salmonella enterica subsp. enterica	100.000	0.0
CR_433_Contig_1	59201	Salmonella enterica subsp. enterica	Salmonella enterica subsp. enterica	99.869	0.0
CR_434_Contig_0	587	Providencia rettgeri	Providencia rettgeri	99.967	0.0
CR_435_Contig_0	28152	Yersinia kristensenii	Yersinia kristensenii	96.257	0.0
CR_436_Contig_0	1280	Staphylococcus aureus	Staphylococcus aureus	100.000	0.0
CR_436_Contig_1	1280	Staphylococcus aureus	Staphylococcus aureus	99.962	0.0
CR_437_Contig_0	57706	Citrobacter braakii	Citrobacter braakii	99.997	0.0
CR_438_Contig_0	1352	Enterococcus faecium	Enterococcus faecium	99.038	0.0
CR_438_Contig_1	1287066	Enterococcus faecalis DENG1	Enterococcus faecalis DENG1	99.307	0.0
CR_439_Contig_0	186538	Zaire ebolavirus	Zaire ebolavirus	100.000	0.0
CR_43_Contig_0	1280	Staphylococcus aureus	Staphylococcus aureus	100.000	0.0
CR_43_Contig_1	1280	Staphylococcus aureus	Staphylococcus aureus	100.000	0.0
CR_43_Contig_2	1280	Staphylococcus aureus	Staphylococcus aureus	100.000	0.0
CR_440_Contig_0	582	Morganella morganii	Morganella morganii	99.999	0.0
CR_441_Contig_0	663	Vibrio alginolyticus	Vibrio alginolyticus	100.000	0.0
CR_441_Contig_1	663	Vibrio alginolyticus	Vibrio alginolyticus	100.000	0.0
CR_442_Contig_0	28450	Burkholderia pseudomallei	Burkholderia pseudomallei	99.562	0.0
CR_442_Contig_1	360118	Burkholderia pseudomallei 406e	Burkholderia pseudomallei 406e	99.521	0.0
CR_443_Contig_0	60875	Mucambo virus	Mucambo virus	99.936	0.0
CR_444_Contig_0	66712	Propionibacterium freudenreichii subsp. freudenreichii	Propionibacterium freudenreichii subsp. freudenreichii	86.627	0.0
CR_445_Contig_0	1440170	Madariaga virus	Madariaga virus	99.956	0.0
CR_446_Contig_0	186540	Sudan ebolavirus	Sudan ebolavirus	100.000	0.0
